Source,Target,Weight,Type
1373NiqulaHaddad_WadacanAyyuhaMashriq,1373NiqulaHaddad_FatinatImbaratur,35,undirected
1373NiqulaHaddad_WadacanAyyuhaMashriq,1373NiqulaHaddad_HaqibaZarqa,4,undirected
1373NiqulaHaddad_WadacanAyyuhaMashriq,1373NiqulaHaddad_HukarMuhtalAmrikiCaziz,13,undirected
1375MuhammadHusaynHaykal_HakadhaKhuliqat,1375MuhammadHusaynHaykal_QisasMisriyya,36,undirected
1375MuhammadHusaynHaykal_HakadhaKhuliqat,1392TahaHusayn_Adib,12,undirected
1375MuhammadHusaynHaykal_HakadhaKhuliqat,1392TahaHusayn_MaWaraNahr,6,undirected
1375MuhammadHusaynHaykal_QisasMisriyya,1331JurjiZaydan_JihadMuhibbin,5,undirected
1375MuhammadHusaynHaykal_QisasMisriyya,1375MuhammadHusaynHaykal_HakadhaKhuliqat,36,undirected
1375MuhammadHusaynHaykal_QisasMisriyya,1392TahaHusayn_Adib,2,undirected
1375MuhammadHusaynHaykal_QisasMisriyya,1392TahaHusayn_ShajaratBus,11,undirected
1375MuhammadHusaynHaykal_Zaynab,1342MustafaLutfiManfaluti_Cabarat,1,undirected
1375MuhammadHusaynHaykal_Zaynab,1342MustafaLutfiManfaluti_Fadila,18,undirected
1375MuhammadHusaynHaykal_Zaynab,1392TahaHusayn_JannatHayawan,5,undirected
1375MuhammadHusaynHaykal_Zaynab,1392TahaHusayn_MucadhdhabunaFiArd,12,undirected
1392TahaHusayn_Adib,1375MuhammadHusaynHaykal_HakadhaKhuliqat,12,undirected
1392TahaHusayn_Adib,1375MuhammadHusaynHaykal_QisasMisriyya,2,undirected
1392TahaHusayn_Adib,1392TahaHusayn_DucaKarawan,36,undirected
1392TahaHusayn_Adib,1392TahaHusayn_MaWaraNahr,18,undirected
1392TahaHusayn_Adib,1392TahaHusayn_MucadhdhabunaFiArd,12,undirected
1392TahaHusayn_Adib,1392TahaHusayn_OedipusAndTheseus,5,undirected
1392TahaHusayn_AhlamShahrazad,1392TahaHusayn_JannatHayawan,18,undirected
1392TahaHusayn_AhlamShahrazad,1392TahaHusayn_MaWaraNahr,18,undirected
1392TahaHusayn_AhlamShahrazad,1392TahaHusayn_MucadhdhabunaFiArd,6,undirected
1392TahaHusayn_AhlamShahrazad,1392TahaHusayn_OedipusAndTheseus,1,undirected
1392TahaHusayn_DucaKarawan,1392TahaHusayn_Adib,36,undirected
1392TahaHusayn_DucaKarawan,1392TahaHusayn_MaWaraNahr,12,undirected
1392TahaHusayn_DucaKarawan,1392TahaHusayn_MucadhdhabunaFiArd,6,undirected
1392TahaHusayn_JannatHayawan,1375MuhammadHusaynHaykal_Zaynab,5,undirected
1392TahaHusayn_JannatHayawan,1392TahaHusayn_AhlamShahrazad,18,undirected
1392TahaHusayn_JannatHayawan,1392TahaHusayn_MaWaraNahr,30,undirected
1392TahaHusayn_JannatHayawan,1392TahaHusayn_MucadhdhabunaFiArd,36,undirected
1392TahaHusayn_JannatHayawan,1392TahaHusayn_ShajaratBus,6,undirected
1392TahaHusayn_MaWaraNahr,1375MuhammadHusaynHaykal_HakadhaKhuliqat,6,undirected
1392TahaHusayn_MaWaraNahr,1392TahaHusayn_Adib,18,undirected
1392TahaHusayn_MaWaraNahr,1392TahaHusayn_AhlamShahrazad,18,undirected
1392TahaHusayn_MaWaraNahr,1392TahaHusayn_DucaKarawan,12,undirected
1392TahaHusayn_MaWaraNahr,1392TahaHusayn_JannatHayawan,30,undirected
1392TahaHusayn_MaWaraNahr,1392TahaHusayn_MucadhdhabunaFiArd,24,undirected
1392TahaHusayn_MaWaraNahr,1392TahaHusayn_OedipusAndTheseus,18,undirected
1392TahaHusayn_MaWaraNahr,1392TahaHusayn_ShajaratBus,13,undirected
1392TahaHusayn_MucadhdhabunaFiArd,1375MuhammadHusaynHaykal_Zaynab,12,undirected
1392TahaHusayn_MucadhdhabunaFiArd,1392TahaHusayn_Adib,12,undirected
1392TahaHusayn_MucadhdhabunaFiArd,1392TahaHusayn_AhlamShahrazad,6,undirected
1392TahaHusayn_MucadhdhabunaFiArd,1392TahaHusayn_DucaKarawan,6,undirected
1392TahaHusayn_MucadhdhabunaFiArd,1392TahaHusayn_JannatHayawan,36,undirected
1392TahaHusayn_MucadhdhabunaFiArd,1392TahaHusayn_MaWaraNahr,24,undirected
1392TahaHusayn_MucadhdhabunaFiArd,1392TahaHusayn_OedipusAndTheseus,12,undirected
1392TahaHusayn_MucadhdhabunaFiArd,1392TahaHusayn_ShajaratBus,17,undirected
1392TahaHusayn_OedipusAndTheseus,1392TahaHusayn_Adib,5,undirected
1392TahaHusayn_OedipusAndTheseus,1392TahaHusayn_AhlamShahrazad,1,undirected
1392TahaHusayn_OedipusAndTheseus,1392TahaHusayn_MaWaraNahr,18,undirected
1392TahaHusayn_OedipusAndTheseus,1392TahaHusayn_MucadhdhabunaFiArd,12,undirected
1392TahaHusayn_ShajaratBus,1375MuhammadHusaynHaykal_QisasMisriyya,11,undirected
1392TahaHusayn_ShajaratBus,1392TahaHusayn_JannatHayawan,6,undirected
1392TahaHusayn_ShajaratBus,1392TahaHusayn_MaWaraNahr,13,undirected
1392TahaHusayn_ShajaratBus,1392TahaHusayn_MucadhdhabunaFiArd,17,undirected
